"Nr_Arrest","naam","new_tags"
"1516/0134","Saartje","Art. 4.8.11, 3° VCRO"
"1516/0134","Saartje","Derde belanghebbende"
"1516/0134","Saartje","Belang"
"1516/0134","Saartje","duidelijke omschrijving van het middel"
"1516/0134","Saartje","Exceptie verworpen"
"1516/0134","Saartje","Strijdigheid met gem. RUP (wat betreft kroonlijsthoogte en inplanting t.o.v. perceelsgrens )"
"1415/0707","Jens","Vernietiging "
"1415/0707","Jens","Art. 16 en 77 PB"
"1415/0707","Jens","toevoegen overtuigingsstukken"
"1415/0707","Jens","uit de debatten geweerd."
"1415/0707","Jens","Beperkte afwijking(en) gemeentelijke stedenbouwkundige voorschriften"
"1415/0707","Jens","afwijking steunt op verordening zelf, niet op art. 4.4.1 VCRO"
"1415/0707","Jens","voorwaarden voldaan ["
"1415/0707","Jens","Navigator ]"
"1415/0707","Jens","Art. 4.3.1., §1, 2de en 3de lid VCRO"
"1415/0707","Jens","Belang bij het middel"
"1415/0707","Jens","Beperkte planaanpassingen"
"1415/0707","Jens","toegankelijkheidsverordening"
"1415/0707","Jens","tegemoetkoming aan advies PSA"
"1415/0707","Jens","niet kennelijk onredelijk ["
"1415/0707","Jens","Navigator]"
"1415/0707","Jens","Art. 4.3.1, §2 VCRO"
"1415/0707","Jens","GRO"
"1415/0707","Jens","inpasbaarheid in de (onmiddellijke) omgeving bestaande toestand"
"1415/0707","Jens","schaal en bouwdiepte"
"1415/0707","Jens","niet afdoende motivering"
"1415/0707","Jens","stijlformule"
"1415/0707","Jens","verstrengde motiveringsplicht i.k.v. andersluidende beslissing in eerste aanleg.-"
"1415/0707","Jens","Art. 37 en 38 DBRC-decreet"
"1415/0707","Jens","Injunctie"
"1617/0337","Sacha","Gegrond-  "
"1617/0337","Sacha","Korte debatten- "
"1617/0337","Sacha","Artikel 59 PB"
"1617/0337","Sacha","Ambtshalve onderzoek"
"1617/0337","Sacha","Vereenvoudigede procedure"
"1617/0337","Sacha","Korte debatten"
"1617/0337","Sacha","4.7.23, §2, tweede lid VCRO"
"1617/0337","Sacha","Motivering van de vergunningsbeslissing"
"1617/0337","Sacha","Stilzwijgende afwijzing van het beroep"
"1617/0337","Sacha","Belang bij het middel –"
"1617/0337","Sacha","Art. 4.3.1. §2 VCRO"
"1617/0337","Sacha","Stilzwijgende weigeringsbeslissing is ipso facto niet afdoende (materieel) gemotiveerd"
"1617/0337","Sacha","Kennelijk onredelijke en onzorgvuldige toetsing van de verenigbaarheid van de aanvraag met een GRO"
"1617/0337","Sacha","Injunctie"
"1617/0337","Sacha","Kosten"
"1617/0307","Hildegard","Gegrond (AA na AA) "
"1617/0307","Hildegard","Korte debatten"
"1617/0307","Hildegard","Vernietiging "
"1617/0307","Hildegard","Rv"
"1617/0307","Hildegard","Vb"
"1617/0307","Hildegard","Injunctietermijn 4 maanden"
"1617/0307","Hildegard","Verstrijken injunctietermijn van 4 maanden"
"1617/0307","Hildegard","Stilzwijgende afwijzing van beroep"
"1617/0307","Hildegard","Stilzwijgende beslissing is ipso facto niet afdoende (materieel) gemotiveerd"
"1617/0307","Hildegard","Schending redelijkheids- en zorgvuldigheidsbeginsel"
"1617/0307","Hildegard","geen injunctie meer mogelijk"
"1617/0197","Lieselotte","Gegrond (AA na AA) "
"1617/0197","Lieselotte","Artikel 59 PB"
"1617/0197","Lieselotte","Ambtshalve onderzoek"
"1617/0197","Lieselotte","Vereenvoudigede procedure"
"1617/0197","Lieselotte","Korte debatten"
"1617/0197","Lieselotte","Vernietiging "
"1617/0197","Lieselotte","Rv"
"1617/0197","Lieselotte","Vb"
"1617/0197","Lieselotte","Injunctietermijn 4 maanden"
"1617/0197","Lieselotte","Verstrijken injunctietermijn van 4 maanden"
"1617/0197","Lieselotte","Stilzwijgende afwijzing van beroep"
"1617/0197","Lieselotte","Stilzwijgende beslissing is ipso facto niet afdoende (materieel) gemotiveerd"
"1617/0197","Lieselotte","Schending redelijkheids- en zorgvuldigheidsbeginsel"
"1617/0197","Lieselotte","Nieuwe injunctie"
"1516/0834","Bram","Gegrond (AA na AA)"
"1516/0834","Bram","Korte debatten"
"1516/0834","Bram","Vernietigingsarrest "
"1516/0834","Bram","Rv"
"1516/0834","Bram","Vb"
"1516/0834","Bram","Injunctietermijn 4 maanden"
"1516/0834","Bram","Cassatie verworpen"
"1516/0834","Bram","Stilzwijgende weigeringsbeslissing wegens verstrijken injunctietermijn"
"1516/0834","Bram","Stilzwijgende weigeringsbeslissing is ipso facto niet afdoende (materieel) gemotiveerd"
"1516/0834","Bram","Schending redelijkheids- en zorgvuldigheidsbeginsel"
"1516/0834","Bram","Nieuwe injunctie [navigator]"
"1415/0757","Thibault","Ontvankelijkheid wat betreft de draagwijdte van de vordering en de bevoegdheid van de "
"1415/0757","Thibault","Raad"
"1415/0757","Thibault","Exceptie "
"1415/0757","Thibault","Vlaams-"
"1415/0757","Thibault","Brabant"
"1415/0757","Thibault","verworpen"
"1415/0757","Thibault","Art. 4.3.1. VCRO"
"1415/0757","Thibault","Verkavelingswijziging"
"1415/0757","Thibault","Verenigbaarheid met GRO"
"1415/0757","Thibault","toetsing aan de algemene kenmerken en opmerkingen van de oorspronkelijke vekavelingsvergunning"
"1415/0757","Thibault","Bestaande verkavelingsvoorschriften als toetsingsgrond"
"1415/0757","Thibault","Weigeringsbeslissing"
"1415/0757","Thibault","3 determinerende motieven"
"1415/0757","Thibault","niet kennelijk onredelijk of onzorgvuldig"
"1415/0757","Thibault","de oorspronkelijke verkavelingsvergunning voorziet in voldoende mogelijkheden , anders blijft er weinig van  het oorspronkelijk karakter over"
"1415/0757","Thibault","niet kennelijk onredelijk of onzorgvuldig"
"1415/0757","Thibault","2. "
"1415/0757","Thibault","Betonmuur"
"1415/0757","Thibault","visueel vormelijke hinder"
"1415/0757","Thibault","afdoende motivering"
"1415/0757","Thibault","3. "
"1415/0757","Thibault","Inkijk en privacy"
"1415/0757","Thibault","beoordeling rekening houdend met de in de omgeving bestaande toestand niet kennelijk onredelijk 4.7.21"
"1415/0757","Thibault","4.7.23 VCRO"
"1415/0757","Thibault","Eensluidend met PSA-verslag"
"1415/0757","Thibault","geen bevoegdheidsdelegatie"
"1415/0757","Thibault","Hoorrecht"
"1415/0757","Thibault","Geen inhoudelijke vereisten"
"1415/0757","Thibault","ABBB hoorplicht"
"1415/0757","Thibault","devolutieve werking"
"1415/0757","Thibault","op nuttige wijze horen"
"1415/0757","Thibault","impliciet moet blijken dat de argumenten bij de beoordeling werden betrokken"
"1415/0757","Thibault","argumenten samengevat in BB["
"1415/0757","Thibault","Navigator]"
"1415/0046","Patrick","Regelmatigheid rechtspleging"
"1415/0046","Patrick","nota geweerd"
"1415/0046","Patrick","Verzoek tot samenvoeging afgewezen"
"1415/0046","Patrick","Wel gezamenlijk tegensprekelijk debat"
"1415/0046","Patrick","Art. 4.8.11, §1, eerste lid, 3° VCRO"
"1415/0046","Patrick","belang"
"1415/0046","Patrick","derde –belanghebbende"
"1415/0046","Patrick","visuele hinder"
"1415/0046","Patrick","verlies van zicht en licht"
"1415/0046","Patrick","waardevermindering"
"1415/0046","Patrick","exceptie verworpen"
"1415/0046","Patrick","Ambtshalve middel"
"1415/0046","Patrick","Art. 4.7.23, §2 VCRO"
"1415/0046","Patrick","Imbos"
"1415/0046","Patrick","Vernietigingsarrest "
"1415/0046","Patrick","Rv"
"1415/0046","Patrick","Vb"
"1415/0046","Patrick","Injunctietermijn 3 maanden"
"1415/0046","Patrick","Vergunningbeslissing (vergunning onder voorwaarden) na verstrijken van de vervaltermijn van 3 maanden)-  "
"1415/0046","Patrick","Stilzwijgende afwijzigingsbeslissing"
"1415/0046","Patrick","Deputatie onbevoegd om uitspraak te doen"
"1415/0046","Patrick","Geen injunctie  ["
"1415/0046","Patrick","Navigator]"
"1516/0126","Patrick","Art 59 PB"
"1516/0126","Patrick","Behandeling in korte debatten"
"1516/0126","Patrick","Stilzwijgende weigeringsbeslissing is ipso facto niet afdoende (materieel) gemotiveerd"
"1516/0126","Patrick","Kennelijk onredelijke en onzorgvuldige toetsing van de verenigbaarheid van de aanvraag met een GRO"
"1516/0126","Patrick","Injunctie"
"1516/0126","Patrick","Kosten"
"1516/0338","Saartje","Verzaking aan de vergunning"
"1516/0338","Saartje","Vernietiging met het oog op de duidelijkheid in het rechtsverkeer"
"1617/0816","Claire","Afstand van geding "
"1617/0816","Claire","Versnelde rechtspleging"
"1617/0816","Claire","Art. 69 lid 2 PB"
"1617/0816","Claire","Afstand na niet-UDN- "
"1617/0816","Claire","Geen verzoek tot voortzetting"
"1617/0816","Claire","Geen verzoek om te worden gehoord"
"1415/0466","Tariq","Samenhang met 1415/0484TA"
"1415/0466","Tariq","Heropening debatten "
"1415/0466","Tariq","Stedenbouwkundige vergunning"
"1415/0466","Tariq","Vernietiging verkavelingsvergunning door "
"1415/0466","Tariq","Rv"
"1415/0466","Tariq","Vb"
"1415/0466","Tariq","standpunt partijen i.v.m. wegvallen rechtsgrond"
"1415/0466","Tariq","standpunt partijen i.v.m. actueel belang gelet op verzaking aan nieuwe verkavelingsvergunning"
"1415/0484","Tariq","Samenhang met 1415/0466TA"
"1415/0484","Tariq","Heropening debatten"
"1415/0484","Tariq","Verkavelingsvergunning"
"1415/0484","Tariq","Verzaking"
"1415/0484","Tariq","SA lijkt doelloos te worden en AA lijkt aangewezen met het oog op duidelijkheid in het rechtsverkeer"
"1415/0484","Tariq","standpunt partijen."
"1516/0633","Arnout","Gegrond "
"1516/0633","Arnout","Ontvankelijkheid"
"1516/0633","Arnout","Art. 4.8.11, §1 eerste lid, 3° VCRO"
"1516/0633","Arnout","Derde belanghebbende"
"1516/0633","Arnout","Aantasting woon- en leefklimaat"
"1516/0633","Arnout","Inkijk"
"1516/0633","Arnout","Verminderde lichtinval"
"1516/0633","Arnout","Waardevermindering"
"1516/0633","Arnout","Belang als eigenaar"
"1516/0633","Arnout","Exceptie verworpen"
"1516/0633","Arnout","Verenigbaarheid met stedenbouwkundige voorschriften"
"1516/0633","Arnout","Definitie bouwlaag"
"1516/0633","Arnout","Bouwlaag valt niet noodzakelijk samen met woonlaag"
"1516/0633","Arnout","Wonen onder hellend dak mogelijk"
"1516/0633","Arnout","Geen afwijking GRUP"
"1516/0633","Arnout","Afdoende motivering ["
"1516/0633","Arnout","Navigator]"
"1516/0633","Arnout","Belang bij het middel"
"1516/0633","Arnout","Afstandsregels zijn geen bestemmingsvoorschriften"
"1516/0633","Arnout","Art. 4.4.1 VCRO"
"1516/0633","Arnout","Beperkte afwijking stedenbouwkundige voorschriften BPA"
"1516/0633","Arnout","Inplantingsregels"
"1516/0633","Arnout","Bouwdiepte"
"1516/0633","Arnout","Niet afdoende motivering van beperkt karakter van de afwijking ["
"1516/0633","Arnout","Navigator]"
"1516/0633","Arnout","Geen onwettigheid BPA"
"1516/0719","Jolien","Ongegrond "
"1516/0719","Jolien","Wijziging verkavelingsvergunning"
"1516/0719","Jolien","Art. 4.3.5, §1 VCRO"
"1516/0719","Jolien","Belang bij het middel"
"1516/0719","Jolien","Exceptie verworpen"
"1516/0719","Jolien","Vereiste ligging aan een voldoende uitgeruste weg"
"1516/0719","Jolien","niet van toepassing op verkavelingsvergunningen"
"1516/0719","Jolien","Art. 4.3.1. VCRO"
"1516/0719","Jolien","ontsluitingswijze als element van GRO"
"1516/0719","Jolien","Concreet onderzoek en afdoende motivering"
"1516/0719","Jolien","Wet "
"1516/0719","Jolien","Buurtwegen"
"1516/0719","Jolien","Art.4.2.22 VCRO"
"1516/0719","Jolien","zakelijk karakter"
"1516/0719","Jolien","Onder voorbehoud van burgerlijke rechten  (art. 144 "
"1516/0719","Jolien","Gw."
"1516/0719","Jolien","Bevoegdheid burgerlijke rechtbanken)"
"1516/0719","Jolien","Raad onbevoegd"
"1516/0719","Jolien","Geen kennelijke onredelijke of onzorgvuldige beoordeling "
"1516/0719","Jolien","Weerlegging argumenten inzake het grenzen aan een voldoende uitgeruste weg"
"1516/0719","Jolien","Feitelijke verbreding van de veldweg"
"1516/0719","Jolien","Geen verlies van eigendomsrechten"
"1516/0719","Jolien","Burgerlijke rechten"
"1516/0719","Jolien","Raad onbevoegd"
"1516/0719","Jolien","Uitgangspunt is feitelijke breedte van de veldweg"
"1516/0719","Jolien","Ontsluiting mogelijk"
"1516/0719","Jolien","Niet kennelijk onjuist of onredelijk"
"1617/0394","Sacha","Afstand van geding "
"1617/0394","Sacha","Versnelde rechtspleging"
"1617/0394","Sacha","Art. 69 lid 2 PB"
"1617/0394","Sacha","Afstand na niet-SA"
"1617/0394","Sacha","Geen verzoek tot voortzetting"
"1617/0394","Sacha","Geen verzoek om te worden gehoord"
"1617/0394","Sacha","Kosten"
"1617/0551","Jolien","Afstand van geding "
"1617/0551","Jolien","Versnelde rechtspleging"
"1617/0551","Jolien","Art. 69 lid 2 PB"
"1617/0551","Jolien","Afstand na niet-SA"
"1617/0551","Jolien","Geen verzoek tot voortzetting"
"1617/0551","Jolien","Geen verzoek om te worden gehoord"
"1617/0551","Jolien","Vrijstelling kosten."
"1516/0618","Tariq","Afstand van geding "
"1516/0618","Tariq","Kosten"
"1516/0210","Thibault","Ongegrond "
"1516/0210","Thibault","Art. 4.8.16, §1, eerste lid, 3° VCRO"
"1516/0210","Thibault","Ontvankelijkheid"
"1516/0210","Thibault","Belang VZP"
"1516/0210","Thibault","impact op de leefomgeving"
"1516/0210","Thibault","Hinder en nadelen vloeien niet louter voort uit het RUP"
"1516/0210","Thibault","Causaal verband met hinder en nadelen"
"1516/0210","Thibault","Voldoende persoonlijk belang"
"1516/0210","Thibault","Overeenstemming met stedenbouwkundige voorschriften GRUP"
"1516/0210","Thibault","Hoogte van de gebouwen"
"1516/0210","Thibault","Verkeerde lezing GRUP"
"1516/0210","Thibault","Afdoende motivering"
"1516/0210","Thibault","Beslissing zaak van de wegen niet bestreden"
"1516/0210","Thibault","Toepassing art. 159 "
"1516/0210","Thibault","Gw. mogelijk"
"1516/0210","Thibault","Geen individueel, maar wel verordenend karakter ["
"1516/0210","Thibault","Navigator]"
"1516/0210","Thibault","Art. 2 en 42 "
"1516/0210","Thibault","Gemeentedecreet"
"1516/0210","Thibault","Gemeente is bevoegd voor aanleg en uitrusting van gemeentelijke wegen"
"1516/0210","Thibault","Artikel 4.2.17, §2 VCRO"
"1516/0210","Thibault","bedoeling om de bevoegdheid van de gemeenteraad ongemoeid te laten"
"1516/0210","Thibault","Artikel 4.2.25 VCRO"
"1516/0210","Thibault","Voorafgaande beslissing vereist"
"1516/0210","Thibault","Verduidelijkingen in technisch dossier"
"1516/0210","Thibault","Voorwaarden en lasten opgelegd"
"1516/0210","Thibault","Aanpassingen niet doorgeschoven naar andere instanties"
"1516/0210","Thibault","Mogelijkheid om bijkomende technische opmerkingen te formuleren"
"1516/0210","Thibault","Artikel 4.2.19, § 1 VCRO"
"1516/0210","Thibault","Geen voorwaarde die “de uitvoering van de vergunde handelingen afhankelijk maken van een bijkomende beoordeling door de overheid”["
"1516/0210","Thibault","Navigator]"
"1516/0210","Thibault","Afwijking GRUP"
"1516/0210","Thibault","Bruttovloeroppervlakte"
"1516/0210","Thibault","Bezwaar afdoende weerlegd"
"1516/0210","Thibault","Geen omschrijving brutto vloeroppervlakte"
"1516/0210","Thibault","Gelet op onduidelijkheid stelt CBS een begrippenkader op"
"1516/0210","Thibault","niet kennelijk onredelijk of onzorgvuldig"
"1516/0210","Thibault","Geen wijziging, nadere invulling."
"1516/0613","Jens","Ongegrond"
"1516/0613","Jens","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1516/0613","Jens","Ontvankelijkheid"
"1516/0613","Jens","Belang VZP"
"1516/0613","Jens","Derde-belanghebbende"
"1516/0613","Jens","Hinder en nadelen"
"1516/0613","Jens","Wateroverlast"
"1516/0613","Jens","Exceptie verworpen"
"1516/0613","Jens","Artikel 58 PB"
"1516/0613","Jens","Geen kennisgeving afschrift van verzoekschrift"
"1516/0613","Jens","Leidt niet tot onontvankelijkheid"
"1516/0613","Jens","Exceptie verworpen"
"1516/0613","Jens","Artikel 4.8.2 VCRO (en artikel 35 DBRC-decreet)"
"1516/0613","Jens","Ontvankelijkheid wat het voorwerp betreft"
"1516/0613","Jens","De "
"1516/0613","Jens","Raad is niet bevoegd om herstel in de oorspronkelijke toestand te bevelen"
"1516/0613","Jens","Eerste middel gedeeltelijk onontvankelijk"
"1516/0613","Jens","niet aangewezen op welke wijze de BBB worden geschonden"
"1516/0613","Jens","Herstelbeslissing (weigering) "
"1516/0613","Jens","Genomen"
"1516/0613","Jens","Gevolgen van vernietigingsarresten"
"1516/0613","Jens","verkeerd begrip van “regularisatievergunning”"
"1516/0613","Jens","onduidelijkheid middel"
"1516/0613","Jens","Gedeeltelijk onontvankelijk"
"1516/0613","Jens","Schending van de natuurwetten is geen voldoende duidelijke omschrijving van de geschonden geachte bepalingen"
"1516/0613","Jens","Art. 8 DIWB –"
"1516/0613","Jens","foutieve interpretatie arresten "
"1516/0613","Jens","Rv"
"1516/0613","Jens","S en "
"1516/0613","Jens","Rv"
"1516/0613","Jens","Vb"
"1516/0613","Jens","Gebrek aan watertoets kan niet gelijk gesteld worden met wateroverlast"
"1516/0613","Jens","Voorwaarden werden niet eerder getoetst"
"1516/0613","Jens","Waterparagraaf vereist"
"1516/0613","Jens","Bewijslast bij VZP"
"1516/0613","Jens","schending niet in concreto aangetoond"
"1516/0613","Jens","Watertoetsbesluit"
"1516/0613","Jens","Inwerkingtreding wijzigingsbesluit"
"1516/0613","Jens","Beoordelingsschema’s niet langer van toepassing ["
"1516/0613","Jens","Navigator]"
"1516/0613","Jens","Art. 4.2.19 VCRO"
"1516/0613","Jens","Opleggen voorwaarden"
"1516/0613","Jens","Voldoende duidelijk en precies"
"1415/0698","Heidi","Samenhang met 1415/0702 en 1415/0725"
"1415/0698","Heidi","Onontvankelijk"
"1415/0698","Heidi","Zonder voorwerp"
"1415/0702","Heidi","Samenhang met 1415/0698 en 1415/0725"
"1415/0702","Heidi","Onontvankelijk"
"1415/0702","Heidi","Zonder voorwerp"
"1415.0725","Heidi","Samenhang met 1415/0702 en 1415/0725"
"1415.0725","Heidi","Ontvankelijkheid"
"1415.0725","Heidi","Art. 4.8.11, §1, eerste lid, 3°"
"1415.0725","Heidi","Belang verzoekende partij- "
"1415.0725","Heidi","Eigenaar en kandidaat zelfrealisatie"
"1415.0725","Heidi","Hinder en nadelen"
"1415.0725","Heidi","Impact op verdere ontwikkeling van percelen in de omgeving "
"1415.0725","Heidi","Stedenbouwkundige voorschriften RUP"
"1415.0725","Heidi","bestemming GRB"
"1415.0725","Heidi","BVR 11 april 2008 tot vaststelling van de nadere regels met betrekking tot de vorm en de inhoud van de RUP’s"
"1415.0725","Heidi","functie kleinhandel uitgesloten"
"1415.0725","Heidi","functie groothandel eveneens onverenigbaar"
"1415.0725","Heidi","toonzaal en kantoorruimte slechts toegelaten in functie van productie-activiteit. ["
"1415.0725","Heidi","Navigator?]"
"1415.0725","Heidi","Gebied voor gemeenschaps- en openbare nutsvoorzieningen"
"1415.0725","Heidi","Onverenigbaarheid van de ontsluitingsweg met de stedenbouwkundige voorschriften van het GRUP"
"1415.0725","Heidi","Art. 33 DBRC-decreet"
"1415.0725","Heidi","Kosten"
"1516/0409","Saartje","Gegrond "
"1516/0409","Saartje","Art. 4.3.1. VCRO"
"1516/0409","Saartje","Verenigbaarheid met GRO"
"1516/0409","Saartje","BBB"
"1516/0409","Saartje","Motiveringsplicht"
"1516/0409","Saartje","zorgvuldigheids- en vertrouwensbeginsel"
"1516/0409","Saartje","BB is niet gesteund op onjuiste feitelijke gegevens"
"1516/0409","Saartje","niet kennelijk onredelijk. "
"1516/0409","Saartje","Art. 15.6.1. "
"1516/0409","Saartje","Inrichtingsbesluit"
"1516/0409","Saartje","LWAG"
"1516/0409","Saartje","Tweevoudige toets"
"1516/0409","Saartje","Esthetische toets (schoonheidswaarde van het landschap"
"1516/0409","Saartje","Art. 4.7.22 en 4.7.23 VCRO"
"1516/0409","Saartje","Andersluidend PSA-verslag"
"1516/0409","Saartje","Verstrengde motiveringsplicht"
"1516/0409","Saartje","Geen afdoende motivering ["
"1516/0409","Saartje","Navigator?]"
"1516/0463","Ingrid","Ongegrond"
"1516/0463","Ingrid","LWAG "
"1516/0463","Ingrid","Art. 36ter, §4 "
"1516/0463","Ingrid","Decreet "
