"Nr_Arrest","naam","Trefwoorden"
"1516/0834","Bram","Schending redelijkheids- en zorgvuldigheidsbeginsel "
"1516/0834","Bram"," Nieuwe injunctie [navigator]"
"1415/0757","Thibault","Ontvankelijkheid wat betreft de draagwijdte van de vordering en de bevoegdheid van de Raad"
"1415/0757","Thibault","  Exceptie Vlaams-Brabant "
"1415/0757","Thibault","verworpenArt. 4.3.1. VCRO "
"1415/0757","Thibault","Verkavelingswijziging"
"1415/0757","Thibault"," Verenigbaarheid met GRO"
"1415/0757","Thibault","  toetsing aan de algemene kenmerken en opmerkingen van de oorspronkelijke vekavelingsvergunning "
"1415/0757","Thibault","Bestaande verkavelingsvoorschriften als toetsingsgrond"
"1415/0757","Thibault","  Weigeringsbeslissing "
"1415/0757","Thibault","3 determinerende motieven "
"1415/0757","Thibault","niet kennelijk onredelijk of onzorgvuldig "
"1415/0757","Thibault"," de oorspronkelijke verkavelingsvergunning voorziet in voldoende mogelijkheden , anders blijft er weinig van  het oorspronkelijk karakter over"
"1415/0757","Thibault","  niet kennelijk onredelijk of onzorgvuldig "
"1415/0757","Thibault"," 2. Betonmuur "
"1415/0757","Thibault","visueel vormelijke hinder "
"1415/0757","Thibault","afdoende motivering "
"1415/0757","Thibault","3. Inkijk en privacy "
"1415/0757","Thibault","beoordeling rekening houdend met de in de omgeving bestaande toestand niet kennelijk onredelijk 4.7.21 "
"1415/0757","Thibault","4.7.23 VCRO "
"1415/0757","Thibault","Eensluidend met PSA-verslag "
"1415/0757","Thibault","geen bevoegdheidsdelegatie"
"1415/0757","Thibault","  Hoorrecht "
"1415/0757","Thibault","Geen inhoudelijke vereisten "
"1415/0757","Thibault","ABBB hoorplicht "
"1415/0757","Thibault","devolutieve werking"
"1415/0757","Thibault","  op nuttige wijze horen"
"1415/0757","Thibault","  impliciet moet blijken dat de argumenten bij de beoordeling werden betrokken "
"1415/0757","Thibault","argumenten samengevat in BB[Navigator]"
"1415/0046","Patrick","Regelmatigheid rechtspleging "
"1415/0046","Patrick","nota geweerd "
"1415/0046","Patrick","Verzoek tot samenvoeging afgewezen "
"1415/0046","Patrick","Wel gezamenlijk tegensprekelijk debatArt. 4.8.11, §1, eerste lid, 3° VCRO "
"1415/0046","Patrick","belang "
"1415/0046","Patrick","derde –belanghebbende "
"1415/0046","Patrick","visuele hinder "
"1415/0046","Patrick","verlies van zicht en licht "
"1415/0046","Patrick","waardevermindering"
"1415/0046","Patrick"," exceptie verworpenAmbtshalve middel"
"1415/0046","Patrick"," Art. 4.7.23, §2 VCRO "
"1415/0046","Patrick","Imbos"
"1415/0046","Patrick"," Vernietigingsarrest RvVb "
"1415/0046","Patrick","Injunctietermijn 3 maanden "
"1415/0046","Patrick","Vergunningbeslissing (vergunning onder voorwaarden) na verstrijken van de vervaltermijn van 3 maanden)-  Stilzwijgende afwijzigingsbeslissing "
"1415/0046","Patrick","Deputatie onbevoegd om uitspraak te doen "
"1415/0046","Patrick","Geen injunctie  [Navigator]"
"1516/0126","Patrick","Art 59 PB "
"1516/0126","Patrick","Behandeling in korte debatten"
"1516/0126","Patrick"," Stilzwijgende weigeringsbeslissing is ipso facto niet afdoende (materieel) gemotiveerd"
"1516/0126","Patrick","  Kennelijk onredelijke en onzorgvuldige toetsing van de verenigbaarheid van de aanvraag met een GRO "
"1516/0126","Patrick","Injunctie "
"1516/0126","Patrick","Kosten"
"1516/0338","Saartje","Verzaking aan de vergunning"
"1516/0338","Saartje","  Vernietiging met het oog op de duidelijkheid in het rechtsverkeer"
"1617/0816","Claire","Afstand van geding Versnelde rechtspleging"
"1617/0816","Claire"," Art. 69 lid 2 PB"
"1617/0816","Claire"," Afstand na niet-UDN- Geen verzoek tot voortzetting "
"1617/0816","Claire","Geen verzoek om te worden gehoord"
"1415/0466","Tariq","Samenhang met 1415/0484TA "
"1415/0466","Tariq","Heropening debatten Stedenbouwkundige vergunning  "
"1415/0466","Tariq","Vernietiging verkavelingsvergunning door RvVb "
"1415/0466","Tariq","standpunt partijen i.v.m. wegvallen rechtsgrond "
"1415/0466","Tariq","standpunt partijen i.v.m. actueel belang gelet op verzaking aan nieuwe verkavelingsvergunning"
"1415/0484","Tariq","Samenhang met 1415/0466TA "
"1415/0484","Tariq","Heropening debattenVerkavelingsvergunning "
"1415/0484","Tariq","Verzaking "
"1415/0484","Tariq","SA lijkt doelloos te worden en AA lijkt aangewezen met het oog op duidelijkheid in het rechtsverkeer "
"1415/0484","Tariq","standpunt partijen."
"1516/0633","Arnout","Gegrond Ontvankelijkheid "
"1516/0633","Arnout","Art. 4.8.11, §1 eerste lid, 3° VCRO"
"1516/0633","Arnout"," Derde belanghebbende "
"1516/0633","Arnout","Aantasting woon- en leefklimaat "
"1516/0633","Arnout","Inkijk "
"1516/0633","Arnout","Verminderde lichtinval"
"1516/0633","Arnout"," Waardevermindering "
"1516/0633","Arnout","Belang als eigenaar"
"1516/0633","Arnout"," Exceptie verworpenVerenigbaarheid met stedenbouwkundige voorschriften "
"1516/0633","Arnout","Definitie bouwlaag "
"1516/0633","Arnout","Bouwlaag valt niet noodzakelijk samen met woonlaag"
"1516/0633","Arnout","Wonen onder hellend dak mogelijk "
"1516/0633","Arnout","Geen afwijking GRUP "
"1516/0633","Arnout","Afdoende motivering [Navigator]Belang bij het middel"
"1516/0633","Arnout"," Afstandsregels zijn geen bestemmingsvoorschriften"
"1516/0633","Arnout"," Art. 4.4.1 VCRO "
"1516/0633","Arnout","Beperkte afwijking stedenbouwkundige voorschriften BPA "
"1516/0633","Arnout","Inplantingsregels"
"1516/0633","Arnout"," Bouwdiepte "
"1516/0633","Arnout","Niet afdoende motivering van beperkt karakter van de afwijking [Navigator]Geen onwettigheid BPA"
"1516/0719","Jolien","Ongegrond Wijziging verkavelingsvergunning"
"1516/0719","Jolien"," Art. 4.3.5, §1 VCRO "
"1516/0719","Jolien","Belang bij het middel "
"1516/0719","Jolien","Exceptie verworpenVereiste ligging aan een voldoende uitgeruste weg "
"1516/0719","Jolien","niet van toepassing op verkavelingsvergunningen "
"1516/0719","Jolien","Art. 4.3.1. VCRO"
"1516/0719","Jolien"," ontsluitingswijze als element van GRO"
"1516/0719","Jolien"," Concreet onderzoek en afdoende motivering "
"1516/0719","Jolien","Wet Buurtwegen "
"1516/0719","Jolien","Art.4.2.22 VCRO "
"1516/0719","Jolien","zakelijk karakter "
"1516/0719","Jolien","Onder voorbehoud van burgerlijke rechten  (art. 144 Gw. "
"1516/0719","Jolien","Bevoegdheid burgerlijke rechtbanken) "
"1516/0719","Jolien","Raad onbevoegd "
"1516/0719","Jolien","Geen kennelijke onredelijke of onzorgvuldige beoordeling Weerlegging argumenten inzake het grenzen aan een voldoende uitgeruste weg"
"1516/0719","Jolien"," Feitelijke verbreding van de veldweg "
"1516/0719","Jolien","Geen verlies van eigendomsrechten "
"1516/0719","Jolien","Burgerlijke rechten "
"1516/0719","Jolien","Raad onbevoegd "
"1516/0719","Jolien","Uitgangspunt is feitelijke breedte van de veldweg "
"1516/0719","Jolien","Ontsluiting mogelijk"
"1516/0719","Jolien"," Niet kennelijk onjuist of onredelijk"
"1617/0394","Sacha","Afstand van geding Versnelde rechtspleging"
"1617/0394","Sacha"," Art. 69 lid 2 PB "
"1617/0394","Sacha","Afstand na niet-SA"
"1617/0394","Sacha"," Geen verzoek tot voortzetting "
"1617/0394","Sacha","Geen verzoek om te worden gehoord "
"1617/0394","Sacha","Kosten"
"1617/0551","Jolien","Afstand van geding Versnelde rechtspleging"
"1617/0551","Jolien"," Art. 69 lid 2 PB"
"1617/0551","Jolien"," Afstand na niet-SA"
"1617/0551","Jolien"," Geen verzoek tot voortzetting "
"1617/0551","Jolien","Geen verzoek om te worden gehoord "
"1617/0551","Jolien","Vrijstelling kosten."
"1516/0618","Tariq","Afstand van geding Kosten"
"1516/0210","Thibault","Ongegrond Art. 4.8.16, §1, eerste lid, 3° VCRO"
"1516/0210","Thibault"," Ontvankelijkheid "
"1516/0210","Thibault","Belang VZP "
"1516/0210","Thibault","impact op de leefomgeving "
"1516/0210","Thibault","Hinder en nadelen vloeien niet louter voort uit het RUP "
"1516/0210","Thibault","Causaal verband met hinder en nadelen "
"1516/0210","Thibault","Voldoende persoonlijk belangOvereenstemming met stedenbouwkundige voorschriften GRUP "
"1516/0210","Thibault","Hoogte van de gebouwen "
"1516/0210","Thibault","Verkeerde lezing GRUP "
"1516/0210","Thibault","Afdoende motiveringBeslissing zaak van de wegen niet bestreden "
"1516/0210","Thibault","Toepassing art. 159 Gw. mogelijk "
"1516/0210","Thibault","Geen individueel, maar wel verordenend karakter [Navigator]Art. 2 en 42 Gemeentedecreet"
"1516/0210","Thibault"," Gemeente is bevoegd voor aanleg en uitrusting van gemeentelijke wegen "
"1516/0210","Thibault","Artikel 4.2.17, §2 VCRO "
"1516/0210","Thibault","bedoeling om de bevoegdheid van de gemeenteraad ongemoeid te laten"
"1516/0210","Thibault"," Artikel 4.2.25 VCRO "
"1516/0210","Thibault","Voorafgaande beslissing vereist "
"1516/0210","Thibault","Verduidelijkingen in technisch dossier"
"1516/0210","Thibault","Voorwaarden en lasten opgelegd "
"1516/0210","Thibault","Aanpassingen niet doorgeschoven naar andere instantiesMogelijkheid om bijkomende technische opmerkingen te formuleren"
"1516/0210","Thibault"," Artikel 4.2.19, § 1 VCRO"
"1516/0210","Thibault"," Geen voorwaarde die “de uitvoering van de vergunde handelingen afhankelijk maken van een bijkomende beoordeling door de overheid”[Navigator]Afwijking GRUP "
"1516/0210","Thibault","Bruttovloeroppervlakte "
"1516/0210","Thibault","Bezwaar afdoende weerlegd"
"1516/0210","Thibault","  Geen omschrijving brutto vloeroppervlakte "
"1516/0210","Thibault","Gelet op onduidelijkheid stelt CBS een begrippenkader op "
"1516/0210","Thibault","niet kennelijk onredelijk of onzorgvuldig "
"1516/0210","Thibault","Geen wijziging, nadere invulling."
"1516/0613","Jens","OngegrondArtikel 4.8.11, §1, eerste lid, 3° VCRO "
"1516/0613","Jens","Ontvankelijkheid "
"1516/0613","Jens","Belang VZP "
"1516/0613","Jens","Derde-belanghebbende "
"1516/0613","Jens","Hinder en nadelen "
"1516/0613","Jens","Wateroverlast "
"1516/0613","Jens","Exceptie verworpenArtikel 58 PB "
"1516/0613","Jens","Geen kennisgeving afschrift van verzoekschrift "
"1516/0613","Jens","Leidt niet tot onontvankelijkheid "
"1516/0613","Jens","Exceptie verworpenArtikel 4.8.2 VCRO (en artikel 35 DBRC-decreet)"
"1516/0613","Jens"," Ontvankelijkheid wat het voorwerp betreft "
"1516/0613","Jens","De Raad is niet bevoegd om herstel in de oorspronkelijke toestand te bevelenEerste middel gedeeltelijk onontvankelijk "
"1516/0613","Jens","niet aangewezen op welke wijze de BBB worden geschonden"
"1516/0613","Jens"," Herstelbeslissing (weigering) Genomen "
"1516/0613","Jens","Gevolgen van vernietigingsarresten "
"1516/0613","Jens","verkeerd begrip van “regularisatievergunning” "
"1516/0613","Jens","onduidelijkheid middelGedeeltelijk onontvankelijk "
"1516/0613","Jens","Schending van de natuurwetten is geen voldoende duidelijke omschrijving van de geschonden geachte bepalingen "
"1516/0613","Jens","Art. 8 DIWB –"
"1516/0613","Jens","foutieve interpretatie arresten RvS en RvVb "
"1516/0613","Jens","Gebrek aan watertoets kan niet gelijk gesteld worden met wateroverlast "
"1516/0613","Jens","Voorwaarden werden niet eerder getoetst "
"1516/0613","Jens","Waterparagraaf vereist"
"1516/0613","Jens"," Bewijslast bij VZP "
"1516/0613","Jens","schending niet in concreto aangetoond "
"1516/0613","Jens","Watertoetsbesluit "
"1516/0613","Jens","Inwerkingtreding wijzigingsbesluit "
"1516/0613","Jens","Beoordelingsschema’s niet langer van toepassing [Navigator]Art. 4.2.19 VCRO"
"1516/0613","Jens"," Opleggen voorwaarden "
"1516/0613","Jens","Voldoende duidelijk en precies"
"1415/0698","Heidi","Samenhang met 1415/0702 en 1415/0725Onontvankelijk "
"1415/0698","Heidi","Zonder voorwerp"
"1415/0702","Heidi","Samenhang met 1415/0698 en 1415/0725Onontvankelijk "
"1415/0702","Heidi","Zonder voorwerp"
"1415.0725","Heidi","Samenhang met 1415/0702 en 1415/0725Ontvankelijkheid "
"1415.0725","Heidi","Art. 4.8.11, §1, eerste lid, 3°"
"1415.0725","Heidi"," Belang verzoekende partij- Eigenaar en kandidaat zelfrealisatie"
"1415.0725","Heidi","Hinder en nadelen"
"1415.0725","Heidi","  Impact op verdere ontwikkeling van percelen in de omgeving Stedenbouwkundige voorschriften RUP "
"1415.0725","Heidi","bestemming GRB "
"1415.0725","Heidi","BVR 11 april 2008 tot vaststelling van de nadere regels met betrekking tot de vorm en de inhoud van de RUP’s "
"1415.0725","Heidi","functie kleinhandel uitgesloten "
"1415.0725","Heidi","functie groothandel eveneens onverenigbaar "
"1415.0725","Heidi","toonzaal en kantoorruimte slechts toegelaten in functie van productie-activiteit. [Navigator?]Gebied voor gemeenschaps- en openbare nutsvoorzieningen"
"1415.0725","Heidi"," Onverenigbaarheid van de ontsluitingsweg met de stedenbouwkundige voorschriften van het GRUPArt. 33 DBRC-decreet"
"1415.0725","Heidi"," Kosten"
"1516/0409","Saartje","Gegrond Art. 4.3.1. VCRO "
"1516/0409","Saartje","Verenigbaarheid met GRO "
"1516/0409","Saartje","BBB "
"1516/0409","Saartje","Motiveringsplicht "
"1516/0409","Saartje","zorgvuldigheids- en vertrouwensbeginsel "
"1516/0409","Saartje","BB is niet gesteund op onjuiste feitelijke gegevens "
"1516/0409","Saartje","niet kennelijk onredelijk. Art. 15.6.1. Inrichtingsbesluit "
"1516/0409","Saartje","LWAG "
"1516/0409","Saartje","Tweevoudige toets "
"1516/0409","Saartje","Esthetische toets (schoonheidswaarde van het landschap "
"1516/0409","Saartje","Art. 4.7.22 en 4.7.23 VCRO "
"1516/0409","Saartje","Andersluidend PSA-verslag "
"1516/0409","Saartje","Verstrengde motiveringsplicht "
"1516/0409","Saartje","Geen afdoende motivering [Navigator?]"
"1516/0463","Ingrid","OngegrondLWAG Art. 36ter, §4 Decreet Natuurbehoud "
"1516/0463","Ingrid","Ongunstig advies ANB "
"1516/0463","Ingrid","VEN-gebied en Habitatrichtlijngebied "
"1516/0463","Ingrid","Habitattoets "
"1516/0463","Ingrid","Geen passende beoordeling "
"1516/0463","Ingrid","Betekenisvolle aantasting SBZ"
"1516/0463","Ingrid"," Geen kennelijk onredelijke BB "
"1516/0463","Ingrid","[Navigator]"
"1516/0463","Ingrid"," Art. 36ter, §3 Decreet Natuurbehoud"
"1516/0463","Ingrid"," verantwoordelijkheid van de aanvrager, (niet van de verwerende partij of PSA) "
"1516/0463","Ingrid","kennis van verweernota"
"1516/0463","Ingrid"," BB maakt PSA-verslag tot de hareArt. 1.1.4. VCRO "
"1516/0463","Ingrid","Ruimtelijke draagkracht "
"1516/0463","Ingrid","Gebrek aan passende beoordeling en betekenisvolle aantasting SBZ zijn determinerend weigeringsmotief"
"1516/0463","Ingrid"," Kritiek op overtollig motief."
"1516/0718","Hildegard","Ongegrond Herstelbeslissing"
"1516/0718","Hildegard"," Regularisatie en uitbreiding landbouwloods in LWAG "
"1516/0718","Hildegard","Inplanting "
"1516/0718","Hildegard","Geen afdoende motivering van verenigbaarheid met de GRO"
"1516/0718","Hildegard"," Vergunningverlenende overheid kan weigeren na vernietigingsarrest, indien geen verantwoording "
"1516/0718","Hildegard","Discretionaire bevoegdheid "
"1516/0718","Hildegard","Gelijkluidende adviezen "
"1516/0718","Hildegard","Geen motivering van motivering."
"1415/0760","Sacha","Gegrond Artikel 4.8.21 VCRO juncto art. 4.8.11, §1, eerste lid, 1° VCRO"
"1415/0760","Sacha"," Ontvankelijkheid van de tussenkomst "
"1415/0760","Sacha","Belang aanvrager van de vergunning/vergunninghouder "
"1415/0760","Sacha","Exceptie verworpen [Navigtor]Art. 4.8.2 VCRO- In laatste aanleg gewezen vergunningsbetwisting."
"1415/0760","Sacha"," Ontvankelijkheid "
"1415/0760","Sacha","Belang van de verzoekende partij "
"1415/0760","Sacha","onontvankelijkheidsbeslissinig in administratief beroep "
"1415/0760","Sacha","Procedureel belang "
"1415/0760","Sacha","Exceptie verworpenArtikel 4.7.21, §4 VCRO "
"1415/0760","Sacha","(Gelijktijdige) bezorging via beveiligde zending "
"1415/0760","Sacha","geen ontvankelijkheidsvereiste "
"1415/0760","Sacha","normdoel bereikt [Navigator]"
"1415/0755","Lieselotte","Ongegrond Regelgeving administratief beroep"
"1415/0755","Lieselotte"," Art. 4.7.19, §2 VCRO "
"1415/0755","Lieselotte","Tijdigheid van het beroep "
"1415/0755","Lieselotte","Derden-belanghebbende: attest van aanplakking "
"1415/0755","Lieselotte","Regelmatigheid aanplakking"
"1415/0755","Lieselotte"," Betwisting startdatum beroepstermijn "
"1415/0755","Lieselotte","Bewijslast bij VZP"
"1415/0755","Lieselotte"," Art. 4.7.21 § 1 en 3 VCRO "
"1415/0755","Lieselotte","Bewijs van onregelmatigheid kan door andere bewijsstukken worden geleverd "
"1415/0755","Lieselotte","(Verklaring op eer is geen attest van aanplakking) "
"1415/0755","Lieselotte","Foto’s van de aanplakking "
"1415/0755","Lieselotte","De gemeente heeft de plicht tot waakzaamheid, maar is in deze niet gebonden door vormvereisten[Navigator] "
"1415/0755","Lieselotte","Erkenning dat zij kennis had van de vergunning "
"1415/0755","Lieselotte","aanvang van de werken "
"1415/0755","Lieselotte","verplichting om diligent op te treden Art. 26, §2, lid 2 Bijz. W. GwH."
"1415/0755","Lieselotte"," PV "
"1415/0755","Lieselotte","niet relevant om uitspraak te doen "
"1415/0755","Lieselotte","in limine litis in te roepen "
"1415/0755","Lieselotte","verenigbaarheid met UDN [Navigator]"
"1415/0684","Thibault","GegrondOntvankelijkheid "
"1415/0684","Thibault","Art. 4.8.11, §1, eerste lid, 3° VCRO "
"1415/0684","Thibault","Belang stad"
"1415/0684","Thibault"," Doorkruisen beleid "
"1415/0684","Thibault","Exceptie verworpen.Verenigbaarheid met stedenbouwkundige voorschriften "
"1415/0684","Thibault","Gemeentelijk RUP vs. Bouwcode "
"1415/0684","Thibault","Parkeernorm "
"1415/0684","Thibault","minimumnorm in RUP, verstrengd in Verordening "
"1415/0684","Thibault","Bouwcode van latere datum [Navigator]Verenigbaarheid van de aanvraag met art. 12, §1 Bouwcode “levendige plint” "
"1415/0684","Thibault","Andersluidend advies en beoordeling- Verstrengde motivering"
"1415/0684","Thibault"," Geen afdoende motivering."
"1516/0025","Katrien W.","Afstand"
"1516/0407","Sacha","Afstand"
"1516/0499","Sacha","Afstand"
"1516/0526","Lore","VernietigingRegularisatie herbouw zonevreemde loods "
"1516/0526","Lore","Herkwalificatie aanvraag "
"1516/0526","Lore","Niet hoofdzakelijk vergund "
"1516/0526","Lore","Andersluidend PSA-verslag "
"1516/0526","Lore","Herstelbeslissing"
"1516/0430","Claire","TAHerstelbeslissing na gedeeltelijke vernietiging "
"1516/0430","Claire","Bevoegdheidsoverschrijding "
"1516/0430","Claire","Ambtshalve vaststelling (navigator)"
"1516/0506","Tariq","OngegrondVoorschriften BPA tuin/koer "
"1516/0506","Tariq","Geen misleiding in aanvraag "
"1516/0506","Tariq","Geen gras vereist "
"1516/0506","Tariq","Grind is materiaalkeuze en geen constructie Goede RO "
